date,product,orders,buyouts,price,cpc,drr,ctr,cr,clicks,cart_adds
2026-05-02,Книга детская,21,18,299,6.25,40.6,0.71,0.65,2899,32
2026-05-02,Набор кухонный,32,28,1599,18.6,82.4,0.92,0.77,3601,62
2026-05-02,Самокат складной,21,17,3999,29.4,92.5,0.6,0.55,2162,32
2026-05-03,Игрушка мягкая мишка,62,56,789,14.57,66.9,0.87,0.81,8885,96
2026-05-03,Конструктор LEGO City,37,33,2499,21.05,85.2,1.2,0.8,4366,55
2026-05-03,Пазл 1000 деталей,25,22,599,11.24,58.7,0.87,0.65,3455,59
2026-05-03,Машинка инерционная,81,71,349,8.69,46.8,1.32,1.13,13809,240
2026-05-03,Кукла с аксессуарами,50,41,1299,19.6,78.1,1.04,0.94,5765,98
2026-05-03,Набор для творчества,33,28,899,13.6,64.5,0.92,0.76,5154,55
2026-05-03,Мяч футбольный,60,50,499,10.09,54.2,1.02,0.79,6282,68
2026-05-03,Книга детская,25,23,299,6.21,39.9,0.67,0.54,2700,32
2026-05-03,Набор кухонный,31,24,1599,20.29,79.0,0.75,0.66,4495,76
2026-05-03,Самокат складной,17,14,3999,26.83,90.5,0.71,0.53,2625,51
2026-05-04,Игрушка мягкая мишка,77,71,789,15.15,73.1,0.77,0.69,7323,104
2026-05-04,Конструктор LEGO City,44,38,2499,23.47,83.5,1.21,0.92,4865,53
2026-05-04,Пазл 1000 деталей,30,26,599,10.82,62.3,0.95,0.65,3928,77
2026-05-04,Машинка инерционная,91,73,349,7.68,45.6,1.41,1.11,11823,193
2026-05-04,Кукла с аксессуарами,58,47,1299,16.73,72.3,0.97,0.86,6894,74
2026-05-04,Набор для творчества,32,27,899,14.3,65.8,0.86,0.82,3652,67
2026-05-04,Мяч футбольный,56,45,499,10.02,52.7,1.19,0.84,5909,113
2026-05-04,Книга детская,21,17,299,5.61,38.6,0.67,0.68,3255,51
2026-05-04,Набор кухонный,28,24,1599,18.77,78.6,0.96,0.79,4325,64
2026-05-04,Самокат складной,17,13,3999,29.21,88.9,0.71,0.48,2470,40
2026-05-05,Игрушка мягкая мишка,74,60,789,16.98,70.8,0.74,0.82,10625,166
2026-05-05,Конструктор LEGO City,38,35,2499,21.68,82.5,1.28,0.87,4755,65
2026-05-05,Пазл 1000 деталей,28,23,599,11.51,58.8,0.92,0.75,3946,66
2026-05-05,Машинка инерционная,92,80,349,7.4,46.3,1.32,0.97,10089,129
2026-05-05,Кукла с аксессуарами,50,44,1299,19.77,73.0,1.15,0.82,4972,83
2026-05-05,Набор для творчества,35,30,899,14.01,68.1,0.82,0.78,4953,77
2026-05-05,Мяч футбольный,52,41,499,10.23,57.0,1.24,1.0,6209,77
2026-05-05,Книга детская,23,21,299,5.55,38.5,0.69,0.58,3497,58
2026-05-05,Набор кухонный,34,32,1599,21.53,80.8,0.78,0.76,3790,62
2026-05-05,Самокат складной,21,17,3999,30.18,87.9,0.57,0.59,2615,52
2026-05-06,Игрушка мягкая мишка,77,65,789,15.45,66.7,0.89,0.72,9742,121
2026-05-06,Конструктор LEGO City,41,34,2499,20.91,83.6,1.13,1.0,5409,62
2026-05-06,Пазл 1000 деталей,28,26,599,11.34,62.7,0.86,0.72,3587,61
2026-05-06,Машинка инерционная,90,85,349,7.88,44.8,1.53,1.14,10254,139
2026-05-06,Кукла с аксессуарами,45,41,1299,16.28,75.1,0.9,0.85,5519,80
2026-05-06,Набор для творчества,45,41,899,15.06,65.0,1.01,0.72,4893,86
2026-05-06,Мяч футбольный,57,48,499,10.14,55.4,1.22,0.85,7543,140
2026-05-06,Книга детская,26,22,299,5.88,41.7,0.76,0.63,2616,35
2026-05-06,Набор кухонный,38,34,1599,20.7,77.7,0.83,0.78,3501,56
2026-05-06,Самокат складной,16,14,3999,25.52,93.7,0.69,0.61,2847,38
2026-05-07,Игрушка мягкая мишка,62,57,789,17.06,72.1,0.75,0.72,10513,197
2026-05-07,Конструктор LEGO City,41,38,2499,20.55,88.9,1.32,0.91,4077,44
2026-05-07,Пазл 1000 деталей,30,24,599,11.09,59.4,0.8,0.71,3645,39
2026-05-07,Машинка инерционная,79,66,349,8.4,45.2,1.66,1.03,12505,181
2026-05-07,Кукла с аксессуарами,63,56,1299,16.38,71.6,0.97,0.82,6080,116
2026-05-07,Набор для творчества,35,30,899,12.75,67.0,1.08,0.87,4224,45
2026-05-07,Мяч футбольный,52,44,499,10.56,56.8,1.12,1.03,8303,113
2026-05-07,Книга детская,22,20,299,6.1,38.5,0.65,0.68,3368,37
2026-05-07,Набор кухонный,39,31,1599,21.95,76.2,0.81,0.83,4356,82
2026-05-07,Самокат складной,21,18,3999,28.16,93.7,0.56,0.57,2283,25
2026-05-08,Игрушка мягкая мишка,81,69,789,16.84,72.2,0.73,0.72,9966,114
2026-05-08,Конструктор LEGO City,40,37,2499,23.78,81.1,1.22,0.9,5744,96
2026-05-08,Пазл 1000 деталей,31,25,599,12.65,59.2,0.98,0.66,4141,42
2026-05-08,Машинка инерционная,96,88,349,8.48,46.4,1.38,1.15,10524,176
2026-05-08,Кукла с аксессуарами,48,45,1299,16.39,72.3,1.02,0.74,6812,104
2026-05-08,Набор для творчества,44,40,899,13.65,68.0,0.99,0.71,4804,84
2026-05-08,Мяч футбольный,57,49,499,10.54,55.1,0.94,0.84,7532,97
2026-05-08,Книга детская,22,19,299,5.56,41.9,0.61,0.63,3229,34
2026-05-08,Набор кухонный,28,26,1599,19.34,82.8,0.81,0.8,3956,76
2026-05-08,Самокат складной,22,17,3999,27.01,92.3,0.6,0.53,2152,23
2026-05-09,Игрушка мягкая мишка,57,50,789,15.63,67.8,0.85,0.91,7504,118
2026-05-09,Конструктор LEGO City,40,34,2499,20.92,88.9,1.23,0.79,5033,65
2026-05-09,Пазл 1000 деталей,29,24,599,12.46,57.3,0.95,0.76,3382,54
2026-05-09,Машинка инерционная,96,80,349,8.17,45.1,1.46,1.2,10176,168
2026-05-09,Кукла с аксессуарами,47,37,1299,18.92,72.6,1.14,0.92,5563,67
2026-05-09,Набор для творчества,36,30,899,13.32,67.4,0.97,0.9,5232,90
2026-05-09,Мяч футбольный,56,46,499,9.99,54.8,1.1,0.85,5796,96
2026-05-09,Книга детская,23,20,299,6.19,41.9,0.63,0.55,2926,32
2026-05-09,Набор кухонный,36,31,1599,20.11,77.6,0.94,0.79,3887,43
2026-05-09,Самокат складной,16,13,3999,28.6,93.8,0.72,0.49,2500,41
2026-05-10,Игрушка мягкая мишка,60,55,789,14.46,69.6,0.77,0.77,9683,128
2026-05-10,Конструктор LEGO City,52,47,2499,20.63,81.1,1.33,1.03,5983,108
2026-05-10,Пазл 1000 деталей,24,21,599,12.06,62.5,0.85,0.64,3211,52
2026-05-10,Машинка инерционная,93,76,349,8.38,44.4,1.49,1.11,14365,246
2026-05-10,Кукла с аксессуарами,56,51,1299,19.77,78.6,0.98,0.81,7125,133
2026-05-10,Набор для творчества,33,31,899,12.81,66.7,0.94,0.74,5073,94
2026-05-10,Мяч футбольный,61,50,499,10.65,54.1,1.22,0.87,6991,125
2026-05-10,Книга детская,21,19,299,6.16,41.4,0.79,0.54,3515,59
2026-05-10,Набор кухонный,40,33,1599,20.23,77.6,0.88,0.76,4209,74
2026-05-10,Самокат складной,23,21,3999,26.14,87.9,0.64,0.52,2949,47
2026-05-11,Игрушка мягкая мишка,83,72,789,16.45,66.8,0.74,0.92,9203,120
2026-05-11,Конструктор LEGO City,39,35,2499,23.58,88.8,1.19,0.85,4687,76
2026-05-11,Пазл 1000 деталей,34,27,599,12.1,60.9,0.89,0.61,4063,62
2026-05-11,Машинка инерционная,96,78,349,7.28,44.4,1.57,1.09,11740,157
2026-05-11,Кукла с аксессуарами,60,52,1299,17.65,78.0,0.97,0.81,5255,69
2026-05-11,Набор для творчества,32,30,899,14.55,67.0,1.05,0.73,3642,57
2026-05-11,Мяч футбольный,50,44,499,10.52,56.1,1.04,0.93,6040,106
2026-05-11,Книга детская,24,22,299,6.46,40.5,0.7,0.66,3313,46
2026-05-11,Набор кухонный,39,31,1599,18.37,76.0,0.86,0.74,3573,47
2026-05-11,Самокат складной,21,17,3999,28.17,91.3,0.62,0.51,2413,30
2026-05-12,Игрушка мягкая мишка,58,49,789,17.12,71.4,0.7,0.68,9370,151
2026-05-12,Конструктор LEGO City,50,45,2499,20.86,83.8,1.37,0.85,4516,49
2026-05-12,Пазл 1000 деталей,34,28,599,10.89,58.6,0.78,0.62,3516,64
2026-05-12,Машинка инерционная,77,63,349,7.34,45.2,1.44,1.21,13642,182
2026-05-12,Кукла с аксессуарами,52,43,1299,17.67,78.6,1.12,0.81,6533,79
2026-05-12,Набор для творчества,41,35,899,15.34,65.5,0.99,0.74,4394,78
2026-05-12,Мяч футбольный,67,57,499,10.79,57.1,1.17,0.95,6792,94
2026-05-12,Книга детская,20,18,299,6.13,38.8,0.74,0.54,3262,47
2026-05-12,Набор кухонный,41,33,1599,21.45,80.2,0.9,0.74,4797,49
2026-05-12,Самокат складной,22,20,3999,26.95,91.9,0.66,0.53,2068,38
2026-05-13,Игрушка мягкая мишка,58,51,789,15.01,67.1,0.83,0.75,7690,106
2026-05-13,Конструктор LEGO City,49,43,2499,20.22,86.5,1.37,0.82,4703,64
2026-05-13,Пазл 1000 деталей,32,28,599,12.27,59.8,0.77,0.62,3894,68
2026-05-13,Машинка инерционная,81,66,349,7.79,43.5,1.46,1.01,9983,125
2026-05-13,Кукла с аксессуарами,51,47,1299,17.04,73.7,0.88,0.95,5323,76
2026-05-13,Набор для творчества,46,39,899,12.78,62.5,0.85,0.91,4567,89
2026-05-13,Мяч футбольный,48,40,499,9.31,52.5,1.2,0.9,6774,103
2026-05-13,Книга детская,25,23,299,5.43,40.6,0.72,0.61,3101,60
2026-05-13,Набор кухонный,39,31,1599,21.7,79.1,0.73,0.71,4544,71
2026-05-13,Самокат складной,20,18,3999,27.09,91.3,0.56,0.5,2694,27
2026-05-14,Игрушка мягкая мишка,58,52,789,15.46,73.3,0.75,0.76,10321,194
2026-05-14,Конструктор LEGO City,53,44,2499,22.54,86.5,1.31,0.88,5344,91
2026-05-14,Пазл 1000 деталей,24,20,599,12.88,57.1,0.78,0.68,2972,59
2026-05-14,Машинка инерционная,83,68,349,8.8,45.1,1.63,1.13,10727,126
2026-05-14,Кукла с аксессуарами,60,53,1299,19.31,75.3,0.87,0.74,5981,87
2026-05-14,Набор для творчества,45,42,899,14.1,61.9,0.93,0.7,4649,81
2026-05-14,Мяч футбольный,57,53,499,10.52,52.7,1.17,0.89,7246,136
2026-05-14,Книга детская,21,17,299,5.51,39.6,0.69,0.61,3324,51
2026-05-14,Набор кухонный,32,26,1599,19.72,81.8,0.9,0.77,4060,69
2026-05-14,Самокат складной,17,15,3999,27.32,92.5,0.6,0.5,2045,33
2026-05-15,Игрушка мягкая мишка,79,64,789,16.83,68.7,0.86,0.72,7708,81
2026-05-15,Конструктор LEGO City,44,39,2499,21.14,88.9,1.22,1.01,4216,45
2026-05-15,Пазл 1000 деталей,24,20,599,10.97,61.8,1.02,0.6,2900,51
2026-05-15,Машинка инерционная,86,77,349,7.38,47.1,1.36,1.12,12789,219
2026-05-15,Кукла с аксессуарами,50,45,1299,18.81,72.0,0.96,0.85,5850,110
2026-05-15,Набор для творчества,33,26,899,12.67,66.8,1.02,0.91,4183,72
2026-05-15,Мяч футбольный,63,54,499,10.97,55.6,1.0,0.81,8331,109
2026-05-15,Книга детская,21,18,299,5.82,38.9,0.68,0.58,2892,46
2026-05-15,Набор кухонный,33,29,1599,21.04,78.4,0.92,0.67,3769,65
2026-05-15,Самокат складной,16,14,3999,27.63,92.3,0.6,0.52,2396,40
2026-05-16,Игрушка мягкая мишка,73,65,789,17.21,70.1,0.68,0.78,8531,127
2026-05-16,Конструктор LEGO City,43,36,2499,23.18,85.9,1.05,0.8,4693,56
2026-05-16,Пазл 1000 деталей,30,26,599,12.76,58.7,0.91,0.72,2812,53
2026-05-16,Машинка инерционная,84,70,349,8.44,45.8,1.39,1.17,11866,191
2026-05-16,Кукла с аксессуарами,64,57,1299,17.81,74.3,1.14,0.97,5330,67
2026-05-16,Набор для творчества,43,37,899,13.61,62.0,0.85,0.73,5159,72
2026-05-16,Мяч футбольный,57,49,499,9.36,52.9,1.02,0.92,6220,91
2026-05-16,Книга детская,20,18,299,5.8,40.2,0.63,0.64,2956,48
2026-05-16,Набор кухонный,35,31,1599,18.42,77.5,0.73,0.82,4276,43
2026-05-16,Самокат складной,22,18,3999,29.23,87.5,0.61,0.58,2785,29
2026-05-17,Игрушка мягкая мишка,59,49,789,15.28,67.7,0.69,0.73,10291,156
2026-05-17,Конструктор LEGO City,40,32,2499,21.49,86.9,1.37,0.81,4081,67
2026-05-17,Пазл 1000 деталей,34,28,599,12.08,62.2,0.81,0.7,3531,58
2026-05-17,Машинка инерционная,73,65,349,7.63,43.2,1.55,1.11,14204,209
2026-05-17,Кукла с аксессуарами,46,38,1299,19.44,75.9,1.11,0.9,5370,81
2026-05-17,Набор для творчества,40,33,899,14.16,63.9,1.02,0.81,5015,99
2026-05-17,Мяч футбольный,53,49,499,10.51,54.7,1.18,0.86,5673,104
2026-05-17,Книга детская,29,26,299,6.55,40.3,0.68,0.59,2973,43
2026-05-17,Набор кухонный,41,33,1599,21.58,80.3,0.74,0.83,4229,51
2026-05-17,Самокат складной,21,18,3999,28.25,92.1,0.69,0.48,2389,35
2026-05-18,Игрушка мягкая мишка,73,68,789,15.56,69.4,0.84,0.84,7594,86
2026-05-18,Конструктор LEGO City,37,31,2499,23.74,81.5,1.19,1.03,5201,76
2026-05-18,Пазл 1000 деталей,25,21,599,12.07,58.9,0.95,0.6,3867,64
2026-05-18,Машинка инерционная,90,83,349,7.33,45.7,1.62,1.1,10343,182
2026-05-18,Кукла с аксессуарами,59,47,1299,17.1,73.8,1.01,0.95,5554,107
2026-05-18,Набор для творчества,43,38,899,13.45,67.8,0.86,0.83,5229,63
2026-05-18,Мяч футбольный,55,44,499,9.96,56.3,0.99,0.83,6576,95
2026-05-18,Книга детская,29,26,299,5.96,38.3,0.75,0.58,2926,50
2026-05-18,Набор кухонный,34,29,1599,18.3,77.9,0.9,0.85,4559,54
2026-05-18,Самокат складной,17,15,3999,25.87,87.3,0.73,0.56,2751,27
2026-05-19,Игрушка мягкая мишка,58,51,789,16.37,67.1,0.81,0.76,10205,196
2026-05-19,Конструктор LEGO City,46,41,2499,21.76,85.4,1.24,1.0,4738,68
2026-05-19,Пазл 1000 деталей,28,23,599,12.28,58.9,0.77,0.76,3334,58
2026-05-19,Машинка инерционная,73,62,349,7.47,43.6,1.37,1.21,9773,108
2026-05-19,Кукла с аксессуарами,62,50,1299,16.84,77.3,0.99,0.9,6059,79
2026-05-19,Набор для творчества,36,28,899,15.2,64.1,1.06,0.85,5107,74
2026-05-19,Мяч футбольный,65,60,499,9.87,56.8,0.95,0.94,8131,145
2026-05-19,Книга детская,21,18,299,5.64,40.4,0.65,0.51,3431,49
2026-05-19,Набор кухонный,32,28,1599,21.0,78.5,0.74,0.85,4152,66
2026-05-19,Самокат складной,22,19,3999,27.58,88.8,0.59,0.47,2401,41
2026-05-20,Игрушка мягкая мишка,83,75,789,15.14,69.4,0.75,0.83,9634,116
2026-05-20,Конструктор LEGO City,45,41,2499,19.91,86.9,1.13,0.89,4270,49
2026-05-20,Пазл 1000 деталей,35,32,599,10.95,59.5,0.88,0.74,3213,42
2026-05-20,Машинка инерционная,72,58,349,7.74,44.3,1.67,0.95,12196,194
2026-05-20,Кукла с аксессуарами,52,44,1299,16.3,73.1,0.86,0.95,4970,89
2026-05-20,Набор для творчества,45,37,899,14.5,65.4,0.89,0.87,3923,64
2026-05-20,Мяч футбольный,68,61,499,10.15,54.4,1.26,0.83,6344,64
2026-05-20,Книга детская,21,18,299,5.73,40.1,0.61,0.58,2670,41
2026-05-20,Набор кухонный,32,27,1599,19.05,80.3,0.85,0.72,4530,79
2026-05-20,Самокат складной,19,16,3999,28.43,90.6,0.73,0.6,2603,48
2026-05-21,Игрушка мягкая мишка,77,67,789,15.67,68.2,0.77,0.77,8567,87
2026-05-21,Конструктор LEGO City,40,33,2499,20.49,84.4,1.21,0.98,4637,70
2026-05-21,Пазл 1000 деталей,32,27,599,12.92,62.5,1.03,0.63,3812,67
2026-05-21,Машинка инерционная,84,67,349,8.02,47.0,1.34,1.01,10407,120
2026-05-21,Кукла с аксессуарами,55,51,1299,17.76,78.5,1.07,0.8,6410,104
2026-05-21,Набор для творчества,37,33,899,14.8,66.9,0.93,0.91,4539,64
2026-05-21,Мяч футбольный,57,48,499,10.13,53.1,1.16,1.02,8384,158
2026-05-21,Книга детская,27,24,299,5.45,39.5,0.74,0.58,2816,37
2026-05-21,Набор кухонный,37,33,1599,19.48,79.1,0.91,0.76,4334,73
2026-05-21,Самокат складной,18,16,3999,29.71,92.6,0.61,0.47,2571,32
2026-05-22,Игрушка мягкая мишка,70,58,789,17.39,73.2,0.78,0.87,9937,165
2026-05-22,Конструктор LEGO City,44,39,2499,23.08,85.3,1.2,0.98,4865,87
2026-05-22,Пазл 1000 деталей,32,28,599,11.92,60.9,1.03,0.8,3074,55
2026-05-22,Машинка инерционная,71,67,349,8.35,45.3,1.66,1.23,12034,232
2026-05-22,Кукла с аксессуарами,50,40,1299,16.75,76.7,1.01,0.92,4985,76
2026-05-22,Набор для творчества,38,33,899,13.67,66.2,0.96,0.74,4877,71
2026-05-22,Мяч футбольный,52,41,499,9.58,57.6,1.05,0.79,6619,83
2026-05-22,Книга детская,22,18,299,5.47,41.5,0.76,0.56,3020,42
2026-05-22,Набор кухонный,39,35,1599,18.68,80.6,0.89,0.82,3307,34
2026-05-22,Самокат складной,16,13,3999,27.2,90.5,0.73,0.48,2629,37
2026-05-23,Игрушка мягкая мишка,68,58,789,14.65,72.4,0.76,0.74,9245,96
2026-05-23,Конструктор LEGO City,39,33,2499,22.29,81.1,1.29,0.99,4618,81
2026-05-23,Пазл 1000 деталей,28,23,599,11.44,61.1,0.99,0.77,3235,57
2026-05-23,Машинка инерционная,92,85,349,7.53,46.9,1.56,1.12,13791,232
2026-05-23,Кукла с аксессуарами,44,36,1299,19.45,72.5,0.86,0.81,4950,97
2026-05-23,Набор для творчества,40,32,899,14.89,65.8,0.96,0.88,5158,94
2026-05-23,Мяч футбольный,50,40,499,9.87,56.9,1.06,0.98,7620,106
2026-05-23,Книга детская,25,22,299,5.61,38.7,0.69,0.68,2831,29
2026-05-23,Набор кухонный,37,31,1599,21.42,76.1,0.88,0.65,4733,59
2026-05-23,Самокат складной,22,19,3999,30.51,91.0,0.71,0.53,2576,36
2026-05-24,Игрушка мягкая мишка,67,55,789,15.98,71.2,0.89,0.79,8382,152
2026-05-24,Конструктор LEGO City,44,39,2499,21.43,89.1,1.09,0.92,5116,62
2026-05-24,Пазл 1000 деталей,35,28,599,11.2,57.5,0.91,0.7,3085,50
2026-05-24,Машинка инерционная,95,78,349,7.64,45.9,1.28,1.16,11734,130
2026-05-24,Кукла с аксессуарами,58,47,1299,17.61,76.1,0.99,0.79,6822,89
2026-05-24,Набор для творчества,47,38,899,14.44,65.7,0.86,0.91,3870,77
2026-05-24,Мяч футбольный,66,61,499,10.73,55.5,1.11,1.02,5745,58
2026-05-24,Книга детская,20,16,299,5.59,38.0,0.71,0.66,2714,54
2026-05-24,Набор кухонный,37,30,1599,19.88,83.4,0.87,0.81,3301,53
2026-05-24,Самокат складной,21,19,3999,28.51,90.7,0.59,0.54,2341,43
2026-05-25,Игрушка мягкая мишка,71,66,789,15.6,67.2,0.71,0.81,7925,146
2026-05-25,Конструктор LEGO City,36,34,2499,21.48,85.0,1.31,0.98,4141,78
2026-05-25,Пазл 1000 деталей,28,25,599,11.17,62.0,1.03,0.69,3193,48
2026-05-25,Машинка инерционная,86,72,349,7.68,44.2,1.42,0.98,12337,223
2026-05-25,Кукла с аксессуарами,55,47,1299,16.77,78.5,1.07,0.79,5436,74
2026-05-25,Набор для творчества,32,26,899,13.91,66.1,0.89,0.9,3662,56
2026-05-25,Мяч футбольный,57,50,499,10.01,53.4,0.96,0.92,8339,107
2026-05-25,Книга детская,25,21,299,6.11,41.8,0.68,0.61,3247,47
2026-05-25,Набор кухонный,30,27,1599,21.9,81.9,0.84,0.82,4131,75
2026-05-25,Самокат складной,16,13,3999,28.05,93.5,0.69,0.53,2898,33
2026-05-26,Игрушка мягкая мишка,74,59,789,15.21,66.9,0.83,0.89,10528,206
2026-05-26,Конструктор LEGO City,49,44,2499,22.03,86.4,1.1,0.87,4502,49
2026-05-26,Пазл 1000 деталей,29,24,599,10.84,58.4,0.98,0.74,3424,35
2026-05-26,Машинка инерционная,100,92,349,8.37,44.2,1.29,1.13,11653,128
2026-05-26,Кукла с аксессуарами,61,54,1299,17.14,71.6,1.08,0.85,6551,126
2026-05-26,Набор для творчества,47,41,899,14.34,63.5,1.04,0.9,3625,49
2026-05-26,Мяч футбольный,60,51,499,10.83,52.3,1.13,0.83,6756,84
2026-05-26,Книга детская,27,23,299,6.16,38.1,0.7,0.61,2908,39
2026-05-26,Набор кухонный,37,29,1599,19.71,81.7,0.89,0.75,3959,42
2026-05-26,Самокат складной,18,17,3999,26.69,87.2,0.59,0.6,2548,44
2026-05-27,Игрушка мягкая мишка,78,71,789,15.6,72.7,0.88,0.68,7993,143
2026-05-27,Конструктор LEGO City,49,43,2499,21.76,87.3,1.16,0.83,4448,48
2026-05-27,Пазл 1000 деталей,28,25,599,11.85,61.5,0.97,0.73,3797,46
2026-05-27,Машинка инерционная,88,80,349,7.54,44.3,1.38,0.94,13657,246
2026-05-27,Кукла с аксессуарами,62,50,1299,19.4,72.0,0.94,0.73,5084,79
2026-05-27,Набор для творчества,38,32,899,13.26,67.2,0.97,0.86,4988,92
2026-05-27,Мяч футбольный,63,53,499,10.33,54.3,1.26,0.97,8152,134
2026-05-27,Книга детская,28,26,299,5.92,40.5,0.71,0.56,2714,34
2026-05-27,Набор кухонный,31,29,1599,21.81,80.7,0.78,0.74,4629,77
2026-05-27,Самокат складной,20,18,3999,29.09,88.6,0.65,0.63,2022,28
2026-05-28,Игрушка мягкая мишка,74,64,789,15.2,72.8,0.9,0.86,10136,180
2026-05-28,Конструктор LEGO City,36,30,2499,21.78,83.7,1.37,0.82,4105,41
2026-05-28,Пазл 1000 деталей,27,23,599,11.28,57.1,0.85,0.64,2845,29
2026-05-28,Машинка инерционная,92,81,349,7.8,46.7,1.5,1.05,13677,215
2026-05-28,Кукла с аксессуарами,45,38,1299,18.24,77.9,1.06,0.72,6754,114
2026-05-28,Набор для творчества,32,28,899,12.85,67.4,0.95,0.89,4668,65
2026-05-28,Мяч футбольный,48,38,499,9.01,55.1,1.11,0.86,7504,149
2026-05-28,Книга детская,26,21,299,5.61,40.5,0.73,0.52,3098,56
2026-05-28,Набор кухонный,40,34,1599,18.8,81.9,0.8,0.67,3499,42
2026-05-28,Самокат складной,16,14,3999,30.7,92.9,0.74,0.48,2913,30
2026-05-29,Игрушка мягкая мишка,69,55,789,16.14,70.4,0.71,0.87,8545,138
2026-05-29,Конструктор LEGO City,49,45,2499,23.51,83.2,1.26,0.96,5365,72
2026-05-29,Пазл 1000 деталей,28,25,599,11.22,57.6,0.95,0.62,2985,39
2026-05-29,Машинка инерционная,71,67,349,7.3,47.2,1.35,1.02,13905,220
2026-05-29,Кукла с аксессуарами,44,37,1299,18.77,77.9,0.97,0.87,4871,72
2026-05-29,Набор для творчества,36,33,899,14.86,63.7,0.98,0.84,5335,61
2026-05-29,Мяч футбольный,63,53,499,10.7,55.3,1.23,1.02,7968,99
2026-05-29,Книга детская,22,19,299,6.59,40.1,0.63,0.55,3196,57
2026-05-29,Набор кухонный,36,31,1599,21.82,77.2,0.72,0.86,3300,63
2026-05-29,Самокат складной,23,18,3999,30.21,86.9,0.68,0.5,2962,31
2026-05-30,Игрушка мягкая мишка,71,66,789,14.52,72.9,0.88,0.86,7605,81
2026-05-30,Конструктор LEGO City,51,47,2499,23.02,85.8,1.03,1.03,5752,91
2026-05-30,Пазл 1000 деталей,31,25,599,11.01,60.6,0.83,0.77,3949,71
2026-05-30,Машинка инерционная,84,73,349,7.24,43.9,1.53,1.04,12702,237
2026-05-30,Кукла с аксессуарами,59,51,1299,18.32,74.6,0.86,0.82,6053,119
2026-05-30,Набор для творчества,37,30,899,13.23,66.2,0.83,0.81,4133,70
2026-05-30,Мяч футбольный,52,46,499,9.83,55.0,0.96,0.89,6265,92
2026-05-30,Книга детская,28,23,299,6.29,41.2,0.61,0.68,2637,37
2026-05-30,Набор кухонный,31,27,1599,20.61,78.5,0.9,0.86,4518,74
2026-05-30,Самокат складной,22,18,3999,25.36,85.5,0.58,0.54,2335,36
2026-05-31,Игрушка мягкая мишка,73,60,789,17.32,71.3,0.81,0.7,8079,112
2026-05-31,Конструктор LEGO City,40,33,2499,20.94,84.2,1.26,0.85,5593,96
2026-05-31,Пазл 1000 деталей,34,31,599,11.77,63.0,1.02,0.74,3248,33
2026-05-31,Машинка инерционная,70,58,349,7.42,43.2,1.59,1.26,13765,141
2026-05-31,Кукла с аксессуарами,46,37,1299,19.54,77.6,1.08,0.86,6666,82
2026-05-31,Набор для творчества,37,29,899,13.13,62.0,0.88,0.75,3875,54
2026-05-31,Мяч футбольный,48,44,499,9.96,57.3,1.01,0.95,6006,100
2026-05-31,Книга детская,29,23,299,5.46,41.4,0.75,0.66,3342,52
2026-05-31,Набор кухонный,39,32,1599,19.94,83.3,0.9,0.76,4072,75
2026-05-31,Самокат складной,18,14,3999,25.68,91.0,0.61,0.51,2096,23
2026-06-01,Игрушка мягкая мишка,75,60,789,15.84,73.2,0.91,0.85,9168,153
2026-06-01,Конструктор LEGO City,53,48,2499,24.18,85.0,1.04,0.88,4212,68
2026-06-01,Пазл 1000 деталей,34,30,599,10.8,59.8,0.89,0.67,4036,70
2026-06-01,Машинка инерционная,86,69,349,8.07,46.9,1.7,1.06,13523,226
2026-06-01,Кукла с аксессуарами,64,53,1299,17.75,71.8,1.14,0.9,5674,106
2026-06-01,Набор для творчества,39,35,899,13.21,65.5,0.91,0.83,5079,75
2026-06-01,Мяч футбольный,63,58,499,9.51,56.6,1.22,0.94,7664,137
2026-06-01,Книга детская,23,20,299,6.21,39.3,0.73,0.68,3297,63
2026-06-01,Набор кухонный,41,38,1599,19.94,78.6,0.77,0.76,4423,67
2026-06-01,Самокат складной,20,16,3999,25.66,86.1,0.58,0.55,2039,35
2026-06-02,Игрушка мягкая мишка,64,54,789,17.05,70.9,0.77,0.75,9065,122
2026-06-02,Конструктор LEGO City,45,39,2499,23.28,86.6,1.27,1.03,4735,60
2026-06-02,Пазл 1000 деталей,31,25,599,12.36,59.3,0.8,0.75,3990,65
2026-06-02,Машинка инерционная,96,83,349,7.29,46.8,1.34,0.95,11579,160
2026-06-02,Кукла с аксессуарами,59,54,1299,18.01,76.8,1.11,0.82,5952,100
2026-06-02,Набор для творчества,43,35,899,14.56,65.9,0.98,0.89,5092,79
2026-06-02,Мяч футбольный,68,62,499,10.55,56.4,1.15,1.02,6886,113
2026-06-02,Книга детская,28,22,299,5.89,41.5,0.75,0.53,2778,49
2026-06-02,Набор кухонный,37,29,1599,21.86,77.2,0.97,0.77,3997,73
2026-06-02,Самокат складной,16,15,3999,30.78,88.9,0.69,0.6,2138,33
2026-06-03,Игрушка мягкая мишка,59,54,789,16.36,67.4,0.77,0.91,10081,106
2026-06-03,Конструктор LEGO City,50,45,2499,23.31,84.9,1.3,0.8,4474,80
2026-06-03,Пазл 1000 деталей,24,22,599,11.46,59.1,0.85,0.76,3038,42
2026-06-03,Машинка инерционная,98,84,349,8.05,43.0,1.47,1.18,10111,138
